ï»¿Institution,Team Number,City,State/Province,Country,Advisor,Problem,Ranking
Central South University,35860,Changsha,Hunan,China,Qiulian Fang,A,Honorable Mention
Southwest Jiaotong University,35861,Chengdu,Sichuan,China,Changhong Xue,A,Successful Participant
Nanjing University of Posts and Telecommunications,35862,Nanjing,Jiangsu,China,Zhonghua Qiu,B,Honorable Mention
Shenzhen Polytechnic,35863,Shenzhen,GuangDong,China,Wenzhi Wang,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,35864,HARBIN,HEILONGJIANG,China,LEI ZHU,C,Finalist
Neijiang Normal University,35865,Neijiang,Sichuan,China,Hao-Bin Liu,A,Successful Participant
Xi'an Jiaotong-Liverpool University,35866,Suzhou,Jiangsu,China,Gang Liu,D,Successful Participant
Central South University,35867,Changsha,Hunan,China,Dianzhong Zhang,B,Meritorious
Shenzhen Polytechnic,35868,Shenzhen,GuangDong,China,Wenzhi Wang,C,Successful Participant
Central South University,35869,Changsha,Hunan,China,Dianzhong Zhang,B,Meritorious
Central South University,35870,Changsha,Hunan,China,Dianzhong Zhang,A,Successful Participant
Central South University,35871,Changsha,Hunan,China,Dianzhong Zhang,A,Successful Participant
Central South University,35872,Changsha,Hunan,China,Dianzhong Zhang,A,Successful Participant
Neijiang Normal University,35873,Neijiang,Sichuan,China,Hao-Bin Liu,B,Honorable Mention
Xi'an Jiaotong-Liverpool University,35874,Suzhou,Jiangsu,China,Gang Liu,D,Meritorious
Central South University,35875,Changsha,Hunan,China,Dianzhong Zhang,B,Meritorious
Central South University,35876,Changsha,Hunan,China,Dianzhong Zhang,A,Successful Participant
Shenzhen Polytechnic,35877,Shenzhen,GuangDong,China,Jue Wang,B,Successful Participant
Central South University,35878,Changsha,Hunan,China,Dianzhong Zhang,A,Honorable Mention
Central South University,35879,Changsha,Hunan,China,Dianzhong Zhang,D,Successful Participant
Central South University,35880,Changsha,Hunan,China,Dianzhong Zhang,A,Successful Participant
Xi'an Jiaotong-Liverpool University,35881,Suzhou,Jiangsu,China,Gang Liu,A,Successful Participant
Central South University,35882,Changsha,Hunan,China,Dianzhong Zhang,B,Honorable Mention
Central South University,35883,Changsha,Hunan,China,Dianzhong Zhang,A,Successful Participant
Shenzhen Polytechnic,35884,Shenzhen,GuangDong,China,Jue Wang,B,Successful Participant
Central South University,35885,Changsha,Hunan,China,Dianzhong Zhang,A,Successful Participant
Neijiang Normal University,35886,Neijiang,Sichuan,China,Yong-Guo Shi,B,Meritorious
Xi'an Jiaotong-Liverpool University,35887,Suzhou,Jiangsu,China,Gang Liu,B,Honorable Mention
Qilu University Of Technology,35888,Jinan,Shandong,China,Bo Xie,A,Honorable Mention
Beijing Institute of Technology,35889,Beijing,Beijing,China,Xuewen Li,A,Successful Participant
Xi'an Jiaotong-Liverpool University,35890,Suzhou,Jiangsu,China,Gang Liu,C,Meritorious
Beijing Forestry University,35891,Beijing,Beijing,China,Hongjun Li,B,Honorable Mention
Central South University,35892,Changsha,Hunan,China,Muzhou Hou,A,Successful Participant
Neijiang Normal University,35893,Neijiang,Sichuan,China,Yong-Guo Shi,A,Successful Participant
Central South University,35894,Changsha,Hunan,China,Muzhou Hou,B,Successful Participant
Xiangtan University,35895,Xiangtan,Hunan,China,Jianmei Yuan,C,Successful Participant
Shenzhen Polytechnic,35896,Shenzhen,GuangDong,China,Hongya Zhao,A,Successful Participant
Beijing Normal University,35897,Beijing,,China,Li Cui,A,Honorable Mention
Central South University,35898,Changsha,Hunan,China,Muzhou Hou,D,Honorable Mention
Central South University,35899,Changsha,Hunan,China,Muzhou Hou,A,Successful Participant
Central South University,35900,Changsha,Hunan,China,Muzhou Hou,B,Meritorious
Central South University,35902,Changsha,Hunan,China,Muzhou Hou,A,Successful Participant
Central South University,35903,Changsha,Hunan,China,Muzhou Hou,A,Honorable Mention
Central South University,35904,Changsha,Hunan,China,Muzhou Hou,B,Honorable Mention
Central South University,35906,Changsha,Hunan,China,Muzhou Hou,B,Honorable Mention
Central South University,35907,Changsha,Hunan,China,Muzhou Hou,D,Successful Participant
Central South University,35908,Changsha,Hunan,China,Muzhou Hou,A,Successful Participant
Neijiang Normal University,35909,Neijiang,Sichuan,China,Kai-Teng Wu,A,Honorable Mention
Xiangtan University,35910,Xiangtan,Hunan,China,Jianmei Yuan,A,Successful Participant
Central South University,35911,Changsha,Hunan,China,Xinge Liu,A,Meritorious
Central South University,35912,Changsha,Hunan,China,Xinge Liu,A,Honorable Mention
Xi'an Jiaotong-Liverpool University,35913,Suzhou,Jiangsu,China,Jingming Guo,B,Successful Participant
Central South University,35914,Changsha,Hunan,China,Xinge Liu,A,Honorable Mention
Central South University,35915,Changsha,Hunan,China,Xinge Liu,B,Honorable Mention
Central South University,35916,Changsha,Hunan,China,Xinge Liu,D,Meritorious
Xi'an Jiaotong-Liverpool University,35917,Suzhou,Jiangsu,China,Jingming Guo,A,Meritorious
Central South University,35918,Changsha,Hunan,China,Xinge Liu,A,Honorable Mention
Jiangxi Agricultural University,35919,Nanchang,Jiangxi,China,Zhang Liu,A,Successful Participant
Central South University,35920,Changsha,Hunan,China,Xinge Liu,C,Successful Participant
Neijiang Normal University,35921,Neijiang,Sichuan,China,Kai-Teng Wu,A,Honorable Mention
Central South University,35922,Changsha,Hunan,China,Xinge Liu,C,Successful Participant
Xi'an Jiaotong-Liverpool University,35923,Suzhou,Jiangsu,China,Jingming Guo,A,Honorable Mention
Central South University,35924,Changsha,Hunan,China,Xinge Liu,A,Successful Participant
Xi'an Jiaotong-Liverpool University,35925,Suzhou,Jiangsu,China,Jingming Guo,D,Honorable Mention
Ocean University of China,35926,Qingdao,Shandong,China,Xiang Gao,A,Successful Participant
Xi'an Jiaotong-Liverpool University,35927,Suzhou,Jiangsu,China,Jingming Guo,C,Successful Participant
Zhongnan University of Economics and Law,35928,Wuhan,Hubei,China,Jiayi Wang,C,Successful Participant
HARBIN ENGINEERING UNIVERSITY,35929,HARBIN,HEILONGJIANG,China,LEI ZHU,B,Successful Participant
HARBIN ENGINEERING UNIVERSITY,35930,HARBIN,HEILONGJIANG,China,LEI ZHU,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,35931,HARBIN,HEILONGJIANG,China,LEI ZHU,C,Successful Participant
HARBIN ENGINEERING UNIVERSITY,35932,HARBIN,HEILONGJIANG,China,LEI ZHU,D,Successful Participant
Shenzhen Polytechnic,35933,Shenzhen,GuangDong,China,Bing Liang,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,35934,HARBIN,HEILONGJIANG,China,LEI ZHU,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,35935,HARBIN,HEILONGJIANG,China,LEI ZHU,B,Successful Participant
Shenzhen Polytechnic,35936,Shenzhen,GuangDong,China,Bing Liang,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,35937,HARBIN,HEILONGJIANG,China,LEI ZHU,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,35938,HARBIN,HEILONGJIANG,China,LEI ZHU,A,Successful Participant
Shenzhen Polytechnic,35939,Shenzhen,GuangDong,China,Jianlong Zhong,D,Successful Participant
HARBIN ENGINEERING UNIVERSITY,35940,HARBIN,HEILONGJIANG,China,LEI ZHU,A,Honorable Mention
HARBIN ENGINEERING UNIVERSITY,35941,HARBIN,HEILONGJIANG,China,LEI ZHU,D,Successful Participant
Shenzhen Polytechnic,35942,Shenzhen,GuangDong,China,Yueping Li,D,Successful Participant
HARBIN ENGINEERING UNIVERSITY,35943,HARBIN,HEILONGJIANG,China,LEI ZHU,D,Honorable Mention
Xiangtan University,35944,Xiangtan,Hunan,China,Jianmei Yuan,A,Honorable Mention
HARBIN ENGINEERING UNIVERSITY,35945,HARBIN,HEILONGJIANG,China,CHU ZHUJIE,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,35946,HARBIN,HEILONGJIANG,China,CHU ZHUJIE,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,35947,HARBIN,HEILONGJIANG,China,CHU ZHUJIE,D,Successful Participant
HARBIN ENGINEERING UNIVERSITY,35948,HARBIN,HEILONGJIANG,China,CHU ZHUJIE,A,Honorable Mention
HARBIN ENGINEERING UNIVERSITY,35949,HARBIN,HEILONGJIANG,China,CHU ZHUJIE,A,Successful Participant
Central South University,35950,Changsha,Hunan,China,Fuli He,A,Honorable Mention
Central South University,35951,Changsha,Hunan,China,Fuli He,A,Meritorious
Central South University,35952,Changsha,Hunan,China,Fuli He,A,Honorable Mention
Central South University,35953,Changsha,Hunan,China,Fuli He,A,Successful Participant
Central South University,35954,Changsha,Hunan,China,Fuli He,A,Meritorious
Central South University,35955,Changsha,Hunan,China,Fuli He,D,Honorable Mention
HARBIN ENGINEERING UNIVERSITY,35956,HARBIN,HEILONGJIANG,China,CHU ZHUJIE,A,Honorable Mention
Central South University,35957,Changsha,Hunan,China,Fuli He,C,Successful Participant
Central South University,35958,Changsha,Hunan,China,Fuli He,D,Successful Participant
Central South University,35959,Changsha,Hunan,China,Fuli He,A,Honorable Mention
Central South University,35960,Changsha,Hunan,China,Fuli He,B,Successful Participant
Central South University,35961,Changsha,Hunan,China,Fuli He,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,35962,HARBIN,HEILONGJIANG,China,CHU ZHUJIE,D,Successful Participant
Central South University,35963,Changsha,Hunan,China,Fuli He,A,Successful Participant
Central South University,35964,Changsha,Hunan,China,Fuli He,A,Successful Participant
Central South University,35965,Changsha,Hunan,China,Fuli He,A,Honorable Mention
HARBIN ENGINEERING UNIVERSITY,35966,HARBIN,HEILONGJIANG,China,CHU ZHUJIE,A,Successful Participant
Central South University,35967,Changsha,Hunan,China,Fuli He,A,Successful Participant
Central South University,35968,Changsha,Hunan,China,Fuli He,B,Honorable Mention
Central South University,35969,Changsha,Hunan,China,Fuli He,A,Meritorious
HARBIN ENGINEERING UNIVERSITY,35970,HARBIN,HEILONGJIANG,China,CHU ZHUJIE,B,Successful Participant
Central South University,35971,Changsha,Hunan,China,Fuli He,A,Honorable Mention
Central South University,35972,Changsha,Hunan,China,Fuli He,A,Honorable Mention
HARBIN ENGINEERING UNIVERSITY,35973,HARBIN,HEILONGJIANG,China,CHU ZHUJIE,A,Successful Participant
Central South University,35974,Changsha,Hunan,China,Fuli He,A,Successful Participant
Central South University,35975,Changsha,Hunan,China,Fuli He,A,Honorable Mention
HARBIN ENGINEERING UNIVERSITY,35976,HARBIN,HEILONGJIANG,China,CHU ZHUJIE,D,Successful Participant
Central South University,35977,Changsha,Hunan,China,Fuli He,B,Honorable Mention
Central South University,35978,Changsha,Hunan,China,Fuli He,A,Successful Participant
Central South University,35979,Changsha,Hunan,China,Fuli He,A,Honorable Mention
HARBIN ENGINEERING UNIVERSITY,35980,HARBIN,HEILONGJIANG,China,CHU ZHUJIE,B,Honorable Mention
Central South University,35981,Changsha,Hunan,China,Fuli He,C,Honorable Mention
Central South University,35982,Changsha,Hunan,China,Fuli He,A,Honorable Mention
Central South University,35983,Changsha,Hunan,China,Fuli He,A,Honorable Mention
HARBIN ENGINEERING UNIVERSITY,35984,HARBIN,HEILONGJIANG,China,CHU ZHUJIE,A,Successful Participant
Central South University,35985,Changsha,Hunan,China,Fuli He,B,Successful Participant
Xi'an Jiaotong-Liverpool University,35986,Suzhou,Jiangsu,China,Qiang Niu,A,Successful Participant
Central South University,35987,Changsha,Hunan,China,Fuli He,A,Successful Participant
Central South University,35989,Changsha,Hunan,China,Fuli He,B,Successful Participant
Central South University,35990,Changsha,Hunan,China,Fuli He,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,35991,HARBIN,HEILONGJIANG,China,CHU ZHUJIE,A,Honorable Mention
Xi'an Jiaotong-Liverpool University,35992,Suzhou,Jiangsu,China,Qiang Niu,C,Honorable Mention
Central South University,35993,Changsha,Hunan,China,Fuli He,A,Successful Participant
Central South University,35994,Changsha,Hunan,China,Fuli He,A,Honorable Mention
Central South University,35995,Changsha,Hunan,China,Fuli He,B,Successful Participant
Xi'an Jiaotong-Liverpool University,35996,Suzhou,Jiangsu,China,Qiang Niu,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,35997,HARBIN,HEILONGJIANG,China,CHU ZHUJIE,A,Successful Participant
Central South University,35998,Changsha,Hunan,China,Fuli He,A,Successful Participant
Central South University,35999,Changsha,Hunan,China,Fuli He,D,Meritorious
Xi'an Jiaotong-Liverpool University,36000,Suzhou,Jiangsu,China,Qiang Niu,A,Successful Participant
Central South University,36001,Changsha,Hunan,China,Fuli He,A,Meritorious
Central South University,36002,Changsha,Hunan,China,Fuli He,A,Meritorious
HARBIN ENGINEERING UNIVERSITY,36003,HARBIN,HEILONGJIANG,China,CHU ZHUJIE,D,Successful Participant
Xi'an Jiaotong-Liverpool University,36004,Suzhou,Jiangsu,China,Qiang Niu,A,Successful Participant
Central South University,36005,Changsha,Hunan,China,Fuli He,A,Honorable Mention
Central South University,36006,Changsha,Hunan,China,Fuli He,A,Honorable Mention
Central South University,36007,Changsha,Hunan,China,Fuli He,B,Meritorious
Central South University,36008,Changsha,Hunan,China,Fuli He,D,Honorable Mention
HARBIN ENGINEERING UNIVERSITY,36009,HARBIN,HEILONGJIANG,China,ZHANG XIAOWEI,B,Meritorious
Beijing Normal University,36010,Beijing,,China,Li Cui,A,Honorable Mention
HARBIN ENGINEERING UNIVERSITY,36011,HARBIN,HEILONGJIANG,China,ZHANG XIAOWEI,D,Meritorious
Xi'an Jiaotong-Liverpool University,36012,Suzhou,Jiangsu,China,Jie Fei,D,Honorable Mention
HARBIN ENGINEERING UNIVERSITY,36013,HARBIN,HEILONGJIANG,China,ZHANG XIAOWEI,A,Honorable Mention
HARBIN ENGINEERING UNIVERSITY,36014,HARBIN,HEILONGJIANG,China,ZHANG XIAOWEI,A,Honorable Mention
Xi'an Jiaotong-Liverpool University,36015,Suzhou,Jiangsu,China,Jie Fei,A,Honorable Mention
HARBIN ENGINEERING UNIVERSITY,36016,HARBIN,HEILONGJIANG,China,ZHANG XIAOWEI,A,Honorable Mention
Xi'an Jiaotong-Liverpool University,36017,Suzhou,Jiangsu,China,Jie Fei,B,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36018,HARBIN,HEILONGJIANG,China,ZHANG XIAOWEI,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36019,HARBIN,HEILONGJIANG,China,ZHANG XIAOWEI,A,Successful Participant
Xi'an Jiaotong-Liverpool University,36020,Suzhou,Jiangsu,China,Jie Fei,D,Honorable Mention
Nanjing University of Posts and Telecommunications,36021,Nanjing,JiangSu,China,Zhonghua Qiu,A,Honorable Mention
HARBIN ENGINEERING UNIVERSITY,36022,HARBIN,HEILONGJIANG,China,ZHANG XIAOWEI,A,Honorable Mention
Central South University,36023,Changsha,Hunan,China,Hu He,D,Successful Participant
Xi'an Jiaotong-Liverpool University,36024,Suzhou,Jiangsu,China,Jie Fei,B,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36025,HARBIN,HEILONGJIANG,China,ZHANG XIAOWEI,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36026,HARBIN,HEILONGJIANG,China,ZHANG XIAOWEI,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36027,HARBIN,HEILONGJIANG,China,ZHANG XIAOWEI,B,Honorable Mention
HARBIN ENGINEERING UNIVERSITY,36028,HARBIN,HEILONGJIANG,China,ZHANG XIAOWEI,A,Successful Participant
Central South University,36029,Changsha,Hunan,China,Wei He,A,Meritorious
Changchun University Of Science and Technology,36030,Changchun,Jinlin,China,Wenlian Ma,B,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36031,HARBIN,HEILONGJIANG,China,ZHANG XIAOWEI,D,Honorable Mention
Central South University,36032,Changsha,Hunan,China,Wei He,B,Meritorious
Central South University,36033,Changsha,Hunan,China,Wei He,A,Successful Participant
Central South University,36034,Changsha,Hunan,China,Wei He,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36035,HARBIN,HEILONGJIANG,China,ZHANG XIAOWEI,D,Successful Participant
Xi'an Jiaotong-Liverpool University,36036,Suzhou,Jiangsu,China,Liying Liu,B,Honorable Mention
Central South University,36037,Changsha,Hunan,China,Wei He,A,Honorable Mention
Central South University,36038,Changsha,Hunan,China,Wei He,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36039,HARBIN,HEILONGJIANG,China,ZHANG XIAOWEI,A,Successful Participant
Central South University,36040,Changsha,Hunan,China,Wei He,A,Successful Participant
Central South University,36041,Changsha,Hunan,China,Wei He,A,Honorable Mention
Xi'an Jiaotong-Liverpool University,36042,Suzhou,Jiangsu,China,Liying Liu,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36043,HARBIN,HEILONGJIANG,China,ZHANG XIAOWEI,A,Successful Participant
Central South University,36044,Changsha,Hunan,China,Wei He,B,Successful Participant
Central South University,36045,Changsha,Hunan,China,Wei He,B,Meritorious
Central South University,36046,Changsha,Hunan,China,Wei He,A,Honorable Mention
HARBIN ENGINEERING UNIVERSITY,36047,HARBIN,HEILONGJIANG,China,ZHANG XIAOWEI,D,Successful Participant
Xi'an Jiaotong-Liverpool University,36048,Suzhou,Jiangsu,China,Liying Liu,B,Honorable Mention
HARBIN ENGINEERING UNIVERSITY,36050,HARBIN,HEILONGJIANG,China,ZHEN BIN GAO,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36051,HARBIN,HEILONGJIANG,China,ZHEN BIN GAO,D,Honorable Mention
HARBIN ENGINEERING UNIVERSITY,36052,HARBIN,HEILONGJIANG,China,ZHEN BIN GAO,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36053,HARBIN,HEILONGJIANG,China,ZHEN BIN GAO,D,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36054,HARBIN,HEILONGJIANG,China,ZHEN BIN GAO,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36055,HARBIN,HEILONGJIANG,China,ZHEN BIN GAO,B,Meritorious
HARBIN ENGINEERING UNIVERSITY,36056,HARBIN,HEILONGJIANG,China,ZHEN BIN GAO,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36057,HARBIN,HEILONGJIANG,China,ZHEN BIN GAO,D,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36058,HARBIN,HEILONGJIANG,China,ZHEN BIN GAO,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36060,HARBIN,HEILONGJIANG,China,ZHEN BIN GAO,D,Meritorious
HARBIN ENGINEERING UNIVERSITY,36061,HARBIN,HEILONGJIANG,China,ZHEN BIN GAO,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36062,HARBIN,HEILONGJIANG,China,ZHEN BIN GAO,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36063,HARBIN,HEILONGJIANG,China,ZHEN BIN GAO,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36064,HARBIN,HEILONGJIANG,China,ZHEN BIN GAO,A,Successful Participant
Beijing Forestry University,36065,Beijing,,China,LUO LIUHONG,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36066,HARBIN,HEILONGJIANG,China,ZHEN BIN GAO,B,Honorable Mention
HARBIN ENGINEERING UNIVERSITY,36067,HARBIN,HEILONGJIANG,China,ZHEN BIN GAO,A,Successful Participant
Southwest Jiaotong University,36068,Chengdu,Sichuan,China,Hang Zhang,D,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36069,HARBIN,HEILONGJIANG,China,SHU JUAN WANG,A,Successful Participant
Yunnan University,36070,Kunming,Yunnan,China,Yue Zhao,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36071,HARBIN,HEILONGJIANG,China,SHU JUAN WANG,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36072,HARBIN,HEILONGJIANG,China,SHU JUAN WANG,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36073,HARBIN,HEILONGJIANG,China,SHU JUAN WANG,B,Successful Participant
Qinghai University,36074,Xining,Qinghai,China,Yanzhong Zhao,D,Meritorious
HARBIN ENGINEERING UNIVERSITY,36075,HARBIN,HEILONGJIANG,China,SHU JUAN WANG,D,Honorable Mention
HARBIN ENGINEERING UNIVERSITY,36076,HARBIN,HEILONGJIANG,China,SHU JUAN WANG,D,Honorable Mention
Central South University,36077,Changsha,Hunan,China,Wei He,A,Meritorious
"China University of Petroleum, Beijing",36078,Beijing,,China,Ling Zhao,D,Honorable Mention
Central South University,36079,Changsha,Hunan,China,Wei He,B,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36080,HARBIN,HEILONGJIANG,China,SHU JUAN WANG,A,Successful Participant
Central South University,36081,Changsha,Hunan,China,Wei He,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36082,HARBIN,HEILONGJIANG,China,SHU JUAN WANG,B,Successful Participant
Central South University,36083,Changsha,Hunan,China,Qingping Liu,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36084,HARBIN,HEILONGJIANG,China,SHU JUAN WANG,A,Successful Participant
Peking University,36085,Beijing,,China,Chenxu Li,A,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36086,HARBIN,HEILONGJIANG,China,SHU JUAN WANG,B,Successful Participant
HARBIN ENGINEERING UNIVERSITY,36087,HARBIN,HEILONGJIANG,China,SHU JUAN WANG,C,Successful Participant
Hainan University,36088,Haikou,Hainan,China,Tong He,B,Honorable Mention
Central South University,36089,Changsha,Hunan,China,Shengjun Liu,A,Honorable Mention
Central South University,36090,Changsha,Hunan,China,Xinge Liu,B,Successful Participant
YunNan University,36092,Kunming,yunnan,China,Wei Dong Li,B,Successful Participant
South China Normal University,36093,guangzhou,guangdong,China,changqin huang,D,Successful Participant
Nanjing Tech University,36094,Nanjing,Jiangsu,China,Xuebin Lyu,D,Meritorious
Dongbei University of Finance and Economics,36096,Dalian,Liaoning,China,Qingquan Wang,C,Successful Participant
North China Electric Power University Baoding,36097,Baoding,Hebei,China,Yu Huang,A,Successful Participant
Nanjing Tech University,36098,Nanjing,Jiangsu,China,Jian Zhao,B,Successful Participant
HuNan University,36099,Changsha,HuNan,China,Jingsong Chai,A,Successful Participant
Nanjing Tech University,36100,Nanjing,Jiangsu,China,Hao Liu,B,Successful Participant
Shaanxi University of Technology,36101,Hanzhong,Shaanxi,China,Lijun Liu,A,Successful Participant
Southwest Jiaotong University,36102,Chengdu,Sichuan,China,Yueliang Xu,B,Honorable Mention
Shanghai University,36103,shanghai,shanghai,China,zhaoping Hu,A,Successful Participant
Dalian Polytechnic University,36104,Dalian,Liaoning,China,Yuqi Li,B,Successful Participant
Nanjing Tech University,36105,Nanjing,Jiangsu,China,Guoqing Liu,A,Successful Participant
Guangdong University of Foreign Studies,36106,Guangzhou,Guangdong,China,Ying Li,D,Meritorious
Foshan University,36107,Foshan,Guangdong,China,Haiwu Rong,B,Successful Participant
Jilin University,36108,Changchun,Jilin,China,Ying Dong,A,Successful Participant
Nanjing Tech University,36109,Nanjing,Jiangsu,China,Xuebin Lyu,C,Honorable Mention
zhongnan University of Economics and Law,36110,WuHan,Hubei,China,Yongwei Chen,D,Successful Participant
Nanjing Tech University,36111,Nanjing,Jiangsu,China,Yanqiu Li,B,Successful Participant
Chengdu Technological University,36112,chengdu,Sichuan,China,zheng mao bo,A,Successful Participant
University of International Business and Economics,36113,Beijing,China,China,Jing Xu,A,Honorable Mention
Beijing Normal University,36114,Beijing,Beijing,China,Li Cui,B,Honorable Mention
Shanghai University of International Business and Economics,36115,Shanghai,Shanghai,China,Shu-Yi Zhang,B,Honorable Mention
Shanghai University of International Business and Economics,36116,Shanghai,Shanghai,China,Shu-Yi Zhang,B,Successful Participant
Shanghai University of International Business and Economics,36117,Shanghai,Shanghai,China,Shu-Yi Zhang,D,Successful Participant
Sun Yat-Sen University,36118,Guangzhou,Guangdong,China,Qinghui Zhang,A,Successful Participant
Beijing Forestry University,36119,Beijing,Beijing,China,minghui zhao,B,Successful Participant
Shanghai University of International Business and Economics,36120,Shanghai,Songjiang,China,Jianming Zhu,D,Successful Participant
Shanghai University of International Business and Economics,36122,Shanghai,Songjiang,China,Jianming Zhu,D,Honorable Mention
North China Electric Power University,36123,Baoding,,China,Xuguang Wang,D,Successful Participant
Shanghai University of International Business and Economics,36124,Shanghai,Songjiang,China,Mingsheng Yuan,D,Successful Participant
Shanghai University of International Business and Economics,36125,Shanghai,Songjiang,China,Mingsheng Yuan,C,Successful Participant
Shanghai University of International Business and Economics,36126,Shanghai,Songjiang,China,Mingsheng Yuan,C,Successful Participant
Shanghai University of International Business and Economics,36127,Shanghai,Songjiang,China,Mingsheng Yuan,D,Successful Participant
Xi'an University of Architecture and Technology,36128,Xi'an,Shaanxi,China,Wei Yang,B,Successful Participant
Shanghai University of International Business and Economics,36129,Shanghai,Songjiang,China,Hai Liu,D,Successful Participant
North China Electric Power University,36130,Baoding,,China,Xuguang Wang,A,Honorable Mention
Shanghai University of International Business and Economics,36131,Shanghai,Songjiang,China,Hai Liu,D,Successful Participant
Shanghai University of International Business and Economics,36132,Shanghai,Songjiang,China,Hai Liu,A,Successful Participant
Shanghai University of International Business and Economics,36133,Shanghai,Songjiang,China,Hai Liu,D,Successful Participant
North China Electric Power University,36134,Baoding,,China,Xuguang Wang,A,Honorable Mention
North China Electric Power University,36135,Baoding,,China,Xuguang Wang,A,Successful Participant
North China Electric Power University,36136,Baoding,,China,Xuguang Wang,A,Successful Participant
Beijing Institute of Technology,36137,Beijing,Beijing,China,Bing-Zhao Li,D,Successful Participant
Xi'an University of Architecture and Technology,36138,Xi'an,Shaanxi,China,Wei Yang,B,Successful Participant
Peking University,36139,Beijing,China,China,Zaiwen Wen,A,Honorable Mention
Renmin University of China,36140,Beijing,Beijing,China,Gongtao Wu,A,Honorable Mention
Peking University,36141,Beijing,,China,Linlin Shao,A,Meritorious
"China University of Petroleum, Beijing",36142,Beijing,,China,Ling Zhao,C,Successful Participant
Henan Normal University,36143,Xinxiang,,China,Chun-Feng Wang,A,Successful Participant
South China Normal University,36144,Guangzhou,,China,Tan Yang,D,Successful Participant
Henan University of Science and Technology,36145,Luoyang,Henan,China,Hailong Hou,B,Successful Participant
Henan Normal University,36146,Xinxiang,,China,Chun-Feng Wang,A,Successful Participant
Henan Normal University,36147,Xinxiang,,China,Chun-Feng Wang,A,Honorable Mention
Henan University of Science and Technology,36148,Luoyang,Henan,China,Hailong Hou,A,Honorable Mention
Southwestern University of Finance and Economics,36149,Chengdu,Sichuan Province,China,Guobin Fan,A,Honorable Mention
Henan University of Science and Technology,36150,Luoyang,Henan,China,Xiaoyao JIA,D,Meritorious
Peking University,36151,Beijing,Beijing,China,Kunqing XIE,A,Successful Participant
Henan Normal University,36152,Xinxiang,Henan Province,China,Wentao Mao,B,Successful Participant
Henan University of Science and Technology,36153,Luoyang,Henan,China,Xiaoyao JIA,D,Successful Participant
Virginia Western,36154,Roanoke,VA,USA,Ruth A Sherman,A,Successful Participant
Beijing Normal University,36155,Beijing,Beijing,China,Haiyang Huang,B,Successful Participant
Beihang Univeristy,36156,Beijing,,China,Hao Sheng,A,Honorable Mention
Beijing Normal University,36157,Beijing,,China,Fusheng Yu,A,Successful Participant
Peking University,36158,Beijing,,China,Huijun Fan,B,Successful Participant
Beijing Normal University,36159,Beijing,,China,Li Cui,D,Meritorious
east china university of political science and law,36160,shanghai,shanghai,China,sun zhan fang,D,Successful Participant
Central University of Finance and Ecomomics,36161,Beijing,,China,Chengzhang Wang,A,Meritorious
Anhui Jianzhu University,36162,Hefei,Anhui,China,Jian Ou,B,Successful Participant
Virginia Western,36163,Roanoke,VA,USA,Steve T Hammer,A,Successful Participant
Shanghai University,36164,Shanghai,Shanghai,China,Hongjuan Zhang,C,Honorable Mention
